61;Quel pays possède le plus grand nombre de fuseaux horaires ?;Chine;Russie;États-Unis;France;D;
62;Quelle est la capitale de l’Australie ?;Sydney;Melbourne;Canberra;Perth;C;
63;Dans quel pays se trouve le mont Kilimandjaro ?;Kenya;Éthiopie;Tanzanie;Afrique du Sud;C;
65;Quel instrument de navigation utilise l’aiguille aimantée ?;Baromètre;Altimètre;Compas;Anémomètre;C;
70;Quel est l’élément chimique dont le symbole est Na ?;Azote;Sodium;Nickel;Néon;B;
71;Quel est le nom du président américain pendant la Seconde Guerre mondiale ?;Roosevelt;Kennedy;Truman;Eisenhower;A;
75;Dans quelle ville se trouve le siège de l’Union européenne ?;Luxembourg;Paris;Bruxelles;Strasbourg;C;
76;Quel philosophe grec a été le maître de Platon ?;Socrate;Aristote;Épicure;Pythagore;A;
77;Quel est le pays le plus vaste du monde en superficie ?;Canada;Chine;États-Unis;Russie;D;
78;En quelle année a eu lieu la Révolution française ?;1776;1789;1804;1815;B;
79;Dans quel pays trouve-t-on les ruines de Machu Picchu ?;Colombie;Mexique;Pérou;Bolivie;C;
80;Quelle molécule est responsable de la transmission de l'information génétique ?;ARN;Glucose;ADN;Insuline;C;
83;Quel est le tableau le plus célèbre de Salvador Dalí ?;Guernica;Les Demoiselles d'Avignon;La Persistance de la mémoire;Le Cri;C;
86;Quel écrivain français a écrit *Madame Bovary* ?;Zola;Flaubert;Maupassant;Hugo;B;
87;Quel pays est le premier producteur mondial de cacao ?;Brésil;Colombie;Côte d'Ivoire;Indonésie;C;
88;Quelle unité mesure la pression atmosphérique ?;Hertz;Pascal;Bar;Newton;B;
91;Quel est le nom de l’accord qui a mis fin à la Première Guerre mondiale ?;Traité de Versailles;Traité de Rome;Traité de Vienne;Traité de Maastricht;A;
92;Quel écrivain russe est l’auteur de *Crime et Châtiment* ?;Tolstoï;Dostoïevski;Tchekhov;Pouchkine;B;
93;Quelle est la capitale de la Lituanie ?;Riga;Tallinn;Vilnius;Varsovie;C;
94;En physique, que signifie E=mc² ?;Énergie = masse x célérité au carré;Énergie = matière compressée au carré;Électromagnétisme = courant de maintient au carré;Équilibre = mouvement constant au carre;A;
95;Quelle est la religion majoritaire en Indonésie ?;Christianisme;Hindouisme;Islam;Bouddhisme;C;
96;Quel compositeur est célèbre pour ses symphonies et sa surdité ?;Mozart;Brahms;Beethoven;Chopin;C;
97;Quel est le nom de la zone de libre-échange entre les pays d'Amérique du Nord ?;UE;OTAN;ALENA;Mercosur;C;
98;Quel pays fut autrefois appelé Ceylan ?;Inde;Birmanie;Sri Lanka;Thaïlande;C;
99;Quel est le plus grand satellite naturel du système solaire ?;Lune;Io;Ganymède;Titan;C;
100;Quel philosophe a écrit *Critique de la raison pure* ?;Descartes;Spinoza;Kant;Nietzsche;C;
101;Qui a été le premier président de la Cinquième République française ?;Pompidou;Mitterrand;De Gaulle;Giscard d’Estaing;C;
102;Quelle bataille de 1815 marque la fin de l’Empire napoléonien ?;Austerlitz;Waterloo;Iéna;Borodino;B;
103;En économie, que désigne le terme « inflation » ?;Hausse des taux d’intérêt;Baisse de la valeur de la monnaie;Augmentation du chômage;Croissance du PIB;B;
105;Quel est le nom de la mission spatiale qui a permis à l’Homme de marcher sur la Lune ?;Apollo 9;Apollo 11;Mercury;Gemini;B;
106;Quel peintre est célèbre pour ses Nymphéas ?;Van Gogh;Monet;Renoir;Manet;B;
107;Quel pays a colonisé l’Algérie au XIXe siècle ?;Espagne;Italie;France;Angleterre;C;
112;Quel fleuve traverse la ville de Budapest ?;Elbe;Danube;Rhin;Volga;B;
113;Quel écrivain a écrit *L’Étranger* ?;Camus;Sartre;Gide;Beauvoir;A;
114;Quelle est la nationalité de Franz Kafka ?;Allemande;Tchèque;Autrichienne;Polonaise;B;
115;Combien de temps met la lumière du Soleil pour atteindre la Terre ?;1 seconde;8 minutes;1 heure;12 heures;B;
116;Dans quel pays se trouve la ville de Dubrovnik ?;Slovénie;Monténégro;Croatie;Serbie;C;
117;Quel gaz compose majoritairement l’atmosphère terrestre ?;Oxygène;Dioxyde de carbone;Azote;Hélium;C;
118;En quelle année est tombé le mur de Berlin ?;1987;1989;1991;1993;B;
119;Quel est le pays d’origine du compositeur Jean-Sébastien Bach ?;France;Allemagne;Autriche;Pays-Bas;B;
124;Quel est l’organe responsable de la filtration du sang ?;Cœur;Poumon;Rein;Foie;C;
125;Quelle est la première femme à avoir reçu deux prix Nobel ?;Marie Curie;Rosalind Franklin;Ada Lovelace;Emmy Noether;A;
127;Combien d’os compte le corps humain adulte en moyenne ?;180;196;206;220;C;
128;Qui a inventé le téléphone ?;Thomas Edison;Nikola Tesla;Alexander Graham Bell;Marconi;C;
129;Quel est l’élément chimique dont le symbole est Au ?;Argent;Aluminium;Or;Uranium;C;
131;Quelle ville est surnommée “la Ville éternelle” ?;Rome;Athènes;Jérusalem;Istanbul;A;
132;Quel philosophe allemand a écrit *Ainsi parlait Zarathoustra* ?;Kant;Nietzsche;Hegel;Schopenhauer;B;
133;Quel scientifique a mis en évidence la gravitation universelle ?;Galilée;Kepler;Newton;Einstein;C;
134;Quel est le point culminant de l’Afrique ?;Kilimandjaro;Atlas;Mont Kenya;Drakensberg;A;
135;Quel pays a connu l’Apartheid ?;Kenya;Afrique du Sud;Namibie;Zimbabwe;B;
136;Quel célèbre physicien a développé la mécanique quantique ?;Heisenberg;Einstein;Bohr;Planck;D;
137;Quel pays a accueilli les premiers Jeux Olympiques modernes ?;France;Italie;Grèce;Allemagne;C;
138;Quel philosophe français a écrit *Le Discours de la méthode* ?;Rousseau;Descartes;Voltaire;Montaigne;B;
141;Qui a écrit *Les Fleurs du Mal* ?;Baudelaire;Verlaine;Rimbaud;Hugo;A;
143;Quel philosophe des Lumières a écrit *Candide* ?;Voltaire;Rousseau;Diderot;Montesquieu;A;
144;Quelle est la capitale du Canada ?;Toronto;Vancouver;Ottawa;Montréal;C;
146;Quel pays est la patrie de Frida Kahlo ?;Brésil;Espagne;Argentine;Mexique;D;
147;Quel est l'organe responsable de produire l'insuline ?;Pancréas;Foie;Rein;Rate;A;
148;Quel est le pays européen le plus densément peuplé ?;France;Pays-Bas;Belgique;Monaco;D;
149;Quel pays a remporté la première Coupe du Monde de football en 1930 ?;Brésil;Uruguay;Italie;Allemagne;B;
150;Quel physicien a formulé le principe d'incertitude ?;Einstein;Heisenberg;Bohr;Feynman;B;
155;Quelle est la plus grande île du monde ?;Australie;Groenland;Madagascar;Borneo;B;
156;Quel pays a inventé le papier-monnaie ?;Japon;Chine;Inde;Corée;B;
157;Dans quel pays est née la Renaissance ?;France;Grèce;Italie;Espagne;C;
158;Quel est le plus ancien alphabet connu ?;Latin;Phénicien;Grec;Cyrillique;B;
159;Quelle ville fut capitale de l’Empire byzantin ?;Athènes;Antioche;Constantinople;Rome;C;
160;Qui a peint *Le Radeau de la Méduse* ?;Delacroix;Courbet;Géricault;David;C;
161;Quel empereur romain a fondé Constantinople ?;Jules César;Néron;Constantin;Auguste;C;
162;Qui a écrit *À la recherche du temps perdu* ?;Zola;Proust;Hugo;Camus;B;
163;Dans quel pays se trouve la ville de Lahore ?;Bangladesh;Pakistan;Inde;Afghanistan;B;
165;Quel métal est utilisé pour les fils électriques en raison de sa conductivité ?;Fer;Cuivre;Aluminium;Zinc;B;
166;Quel pays est le principal producteur mondial de pétrole ?;Russie;Arabie Saoudite;États-Unis;Iran;C;
167;Quel est le plus long roman de la littérature française ?;Germinal;Les Misérables;À la recherche du temps perdu;Le Rouge et le Noir;C;
168;Quelle est la durée maximale de gestation d’un éléphant ?;6 mois;12 mois;18 mois;22 mois;D;
169;Quel pays est surnommé « le pays des mille lacs » ?;Norvège;Suède;Finlande;Canada;C;
170;Quel océan est le plus profond ?;Atlantique;Pacifique;Indien;Arctique;B;
171;Quel pays a pour capitale Djakarta ?;Thaïlande;Malaisie;Indonésie;Philippines;C;
172;Quel philosophe anglais a défendu l'empirisme ?;Kant;Hume;Descartes;Spinoza;B;
173;Dans quel pays se trouve la ville de Petra ?;Égypte;Irak;Jordanie;Liban;C;
174;Qui a découvert la radioactivité naturelle ?;Curie;Becquerel;Fermi;Bohr;B;
175;Quelle est la capitale de la Birmanie (Myanmar) ?;Rangoun;Naypyidaw;Mandalay;Bagan;B;
176;Quel président français a aboli la peine de mort ?;Pompidou;Mitterrand;Giscard;Chirac;B;
178;Quelle planète a les vents les plus rapides du système solaire ?;Jupiter;Uranus;Neptune;Saturne;C;
181;Quel est le nom du peintre espagnol qui a cofondé le cubisme ?;Dali;Picasso;Miro;Goya;B;
183;Quel est le nom de la première femme dans l’espace ?;Sally Ride;Mae Jemison;Valentina Terechkova;Yelena Kondakova;C;
184;Dans quelle ville se trouve le siège de l’ONU ?;Genève;New York;Paris;Bruxelles;B;
185;Quel est le nom du premier satellite artificiel lancé dans l’espace ?;Apollo 1;Spoutnik 1;Luna 2;Explorer 1;B;
187;Quel pays est traversé par le Nil bleu et le Nil blanc ?;Égypte;Soudan;Éthiopie;Ouganda;B;
188;Quel est le plus ancien code de lois connu ?;Code civil;Code d’Hammurabi;Corpus Juris Civilis;Loi salique;B;
190;Quelle est la température de fusion de l’eau pure ?;0°C;25°C;32°C;100°C;A;
193;Quel pays africain a pour capitale Accra ?;Nigéria;Ghana;Togo;Sénégal;B;
191;Quel écrivain est l’auteur de *Le Nom de la rose* ?;Italo Calvino;Umberto Eco;Alberto Moravia;Roberto Saviano;B;
196;Quelle est la spécialité d'un hématologue ?;Cerveau;Cœur;Sang;Poumons;C;
197;Quel est le nom de la déesse grecque de la sagesse ?;Aphrodite;Artémis;Athéna;Déméter;C;
198;Quel pays est célèbre pour avoir inventé le zéro en mathématiques ?;Grèce;Chine;Inde;Égypte;C;
199;Quel scientifique est à l'origine de la classification des espèces ?;Darwin;Lamarck;Linné;Pasteur;C;
200;Quel est le pays d’origine du tango ?;Brésil;Argentine;Espagne;Portugal;B;
205;Quel est le nom du détroit entre l'Europe et l'Afrique ?;Détroit de Panama;Détroit de Gibraltar;Détroit de Béring;Détroit d'Ormuz;B;
54;Quelle est la monnaie utilisée par la majorité des pays d’Afrique de l’Ouest ?;Naira;Franc CFA;Shilling;Cedi;B;
62;Quel roi a été guillotiné pendant la Révolution française ?;Louis XV;Louis XVI;Charles X;Louis XVIII;B;
64;Quel océan borde le Pakistan ?;Indien;Pacifique;Atlantique;Arctique;A;
68;Quel est le nom latin de la Voie lactée ?;Via Aurea;Via Lactea;Via Galactica;Via Stellae;B;
74;Quel mouvement a inspiré Jean-Paul Sartre ?;Existentialisme;Marxisme;Stoïcisme;Utilitarisme;A;
76;Quel peintre est célèbre pour ses autoportraits avec un monosourcil ?;Kahlo;Moreno;Orozco;Tamayo;A;
84;Quelle reine française fut surnommée “l’Autrichienne” ?;Marie-Antoinette;Catherine de Médicis;Anne d’Autriche;Isabeau de Bavière;A;
95;Quel est le nom du père de la psychanalyse ?;Adler;Freud;Jung;Lacan;B;
3;Dans quel pays se trouve le lac Baïkal, le plus profond du monde ?;Chine;Russie;Kazakhstan;Mongolie;B;
6;Quel roi de France a été assassiné par Ravaillac ?;Henri III;Louis XIII;Henri IV;François Ier;C;
11;Quelle molécule a une structure en double hélice ?;ARN;ADN;Insuline;Chlorophylle;B;
4;Que signifie l’abréviation CPU ?;Central Processing Unit;Computer Processing Unit;Central Program Unit;Control Panel Unit;A;
21;Quelle structure de données utilise le principe LIFO ?;File;Arbre;Pile;Liste chaînée;C;